时间戳记,1. Gender,2. University location,3. University full name,4. Year of study at university,5. Are you in the first or last year of your program?,6. Major,7. Origin,8. Sheltering place during covid-19,"9. How strictly have you been observing the directives of ""quarantine"", ""confinement"", ""shelter-in-place"" and/or ""social distancing""  in your country? ","10. Have you experienced any recent dramatic or significant change in your life (loss or departure of a close friend or relative, you or a relative getting gravely sick, being in close contact with a Covid-infected person, financial difficulties, etc.)?","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Day time availability to follow classes]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Efficiency of learning or working]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Time devoted to studying or working]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Accessibility to internet]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Grades or marks]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Availability of essential study resources (computer, lab, etc.)]","12. Select the four best means of sustaining or improving ACADEMIC PERFORMANCE that you find effective during ""quarantine"":","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Living conditions (including lodging and sharing housing)]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Remote interactions with friends or family]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Family atmosphere]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Relationship with friends]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Meeting new people]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Professional interactions (students/teachers/collaborators)]","14. Select the four best means of sustaining or improving SOCIAL INTERACTIONS that you find effective during ""quanrantine"":","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality and availability of medical services]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your level of fatigue, pain, or headache]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your sleep condition]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality/quantity of physically exercise]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your use of alcohol / tobacco / drugs]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality/quantity of food, your digestion, appetite, and/or weight ]","16. Select the four best means of sustaining or improving PHYSICAL HEALTH and FITNESS that you find effective during ""quarantine"":","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Anxiety]","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Sadness]","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Loneliness ]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Self-confidence]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Serenity]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Motivation]","18. Select the four best means of sustaining or improving HAPPINESS and SATISFACTION that you find effective during ""quarantine"":","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Academic Performances]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Physical Health and Fitness]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Happiness and Satisfaction]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Social Interactions]","20. How do you rate overall the experience of ""quarantine"" and ""social distancing""?","21. Do you believe that a ""quarantine"" period is effective to contain the spread of coronavirus?","22. What did you miss most during the ""quarantine"" period?","By submitting your responses, you consent that your data will be used for research purposes"
2020-6-26 下午05:28:47,Male,France,Paris-Saclay,1st,"Yes, I am in the first year of my program",Engineering (other that computer related),Same country as university,Primary residence or your family place (if different from your university lodging),4,NO,Neutral,Much Worse,Worse,Neutral,Worse,Neutral,"Attending class regularly, Communicating online with other students during classes, Doing homework together with other students, Taking regularly little breaks/pauses/naps",Neutral,Worse,Neutral,Neutral,Much Worse,Worse,"Checking on friends and family regularly, Physically exercising together (potentially remotely), Exchanging affection, or physical care (like massages), or having intimate relationships, Playing games with friends or family (potentially remotely)",NA,Worse,Neutral,Worse,NA,Worse,"Sleeping well, Physically exercising, Going out in the sun, Drinking water regularly",Neutral,Neutral,Neutral,Neutral,Neutral,Worse,"Chatting, video-conferencing, or talking with friends or family, Physically exercising, Getting clean and dressing well, Cooking a nice meal",Worse,Worse,Neutral,Worse,2,5,Friends,I agree.
2020-6-26 下午05:34:10,Male,France,Paris-Saclay,3rd,"Yes, I am  in the last year of my program",Engineering (other that computer related),Same country as university,Other,5,NO,Worse,Worse,Neutral,Neutral,Neutral,Neutral,"Getting fast and reliable internet connection, Communicating online with other students during classes, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Much Better,Much Better,Better,Much Better,Much Better,Better,"Checking on friends and family regularly, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Neutral,Better,Much Better,Neutral,Better,"Eating well, Sleeping well, Physically exercising, Drinking water regularly",Worse,Neutral,Better,Neutral,Neutral,Worse,"Learning something new, Chatting, video-conferencing, or talking with friends or family, Physically exercising, Cooking a nice meal",Worse,Much Better,Better,Better,4,5,Gathering with friends,I agree.
2020-6-26 下午05:36:00,Male,France,Paris-Saclay,5th,"Yes, I am  in the last year of my program","Computer Science, computer engineering",Same country as university,University lodging or temporary lodging near the university,2,NO,NA,Worse,NA,Neutral,NA,NA,"Getting fast and reliable internet connection, Meeting one-on-one with instructors, Listening to music while working, Taking regularly little breaks/pauses/naps",Much Worse,Neutral,NA,Neutral,Much Worse,Neutral,"Having regular video-conference meetings, Checking on friends and family regularly, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely)",Much Worse,Much Worse,Much Better,Much Worse,Neutral,Much Worse,"Eating well, Sleeping well, Breathing well, Drinking water regularly",Neutral,Much Worse,Much Worse,Neutral,Neutral,Much Worse,"Learning something new, Watching videos or television, reading, or listening to music, Cooking a nice meal, Doing housekeeping",Neutral,Much Worse,Much Worse,Much Worse,1,3,talking,I agree.
2020-6-26 下午05:36:36,Female,France,Paris-Saclay,5th,"No, I am in the middle of the program","Medical, pharma, biomedical, veterinary, dental",Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Better,Neutral,Neutral,Neutral,Neutral,Neutral,"Getting fast and reliable internet connection, Doing homework regularly, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Neutral,Neutral,Neutral,Neutral,Much Worse,Neutral,"Having regular video-conference meetings, Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Better,Worse,Better,Neutral,Neutral,"Eating well, Physically exercising, Breathing well, Drinking water regularly",Worse,Neutral,Neutral,Neutral,Worse,Worse,"Finishing to a lesson or do homework, Chatting, video-conferencing, or talking with friends or family, Physically exercising, Doing housekeeping",Neutral,Better,Neutral,Worse,2,4,Grand father ,I agree.
2020-6-26 下午05:40:55,Male,France,Paris-Saclay,1st,"Yes, I am in the first year of my program",Engineering (other that computer related),Same country as university,Primary residence or your family place (if different from your university lodging),5,"YES, but due to other reasons",Much Worse,Much Worse,Much Worse,Worse,Much Worse,Neutral,"Using on-line resources (videos, course, blogs) from outside the university, Communicating online with other students during classes, Listening to music while working, Taking regularly little breaks/pauses/naps",Much Worse,Much Worse,Much Worse,Neutral,Much Worse,Worse,"Taking care of pets or plants, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Worse,Neutral,Worse,Much Worse,Better,Much Worse,"Consuming less alcohol / tobacco / drugs, Taking showers or baths, Drinking water regularly, Taking regular breaks/naps",Much Worse,Worse,Much Worse,Much Worse,Worse,Much Worse,"Learning something new, Having a body-mind or spiritual practice (yoga, meditation, prayer, etc.), Watching videos or television, reading, or listening to music, Cooking a nice meal",Much Worse,Much Worse,Worse,Worse,1,4,"The dynamism of my life (lessons, interaction with people, sport ...) made of a little routine and little unplanned moments. ",I agree.
2020-6-26 下午05:41:36,Male,France,Ecole Centrale Paris,4th,"Yes, I am  in the last year of my program",Engineering (other that computer related),Other,University lodging or temporary lodging near the university,5,"YES, due to COVID-19",Worse,Worse,Worse,Neutral,Neutral,Neutral,"Getting fast and reliable internet connection, Doing homework regularly, Alternating studying and doing physical exercise, Listening to music while working",Much Worse,Worse,Worse,Worse,Much Worse,Much Worse,"Checking on friends and family regularly, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Worse,Neutral,Worse,Much Better,Much Better,Worse,"Eating well, Sleeping well, Physically exercising, Consuming less alcohol / tobacco / drugs",Much Worse,Much Worse,Worse,Worse,Much Worse,Worse,"Learning something new, Physically exercising, Watching videos or television, reading, or listening to music, Cooking a nice meal",Neutral,Much Better,Worse,Much Worse,2,4,My usual sources of income (tutoring for instance and internship),I agree.
2020-6-26 下午05:42:55,Male,Sweden,KTH,5th,"Yes, this is a single year program",Engineering (other that computer related),Other,Primary residence or your family place (if different from your university lodging),4,NO,Neutral,Worse,Much Better,Worse,Neutral,Neutral,"Attending class regularly, Doing homework regularly, Using on-line resources (videos, course, blogs) from outside the university, Alternating studying and doing physical exercise",Worse,Better,Neutral,Worse,Much Worse,Neutral,"Having regular video-conference meetings, Checking on friends and family regularly, Exchanging affection, or physical care (like massages), or having intimate relationships, Cooking and/or eating together (potentially remotely)",Neutral,Worse,Better,Worse,Better,Much Better,"Eating well, Sleeping well, Consuming less alcohol / tobacco / drugs, Breathing well",Better,Better,Better,Worse,Better,Worse,"Finishing to a lesson or do homework, Physically exercising, Watching videos or television, reading, or listening to music, Cooking a nice meal",Much Better,Worse,Better,Worse,2,4,social interactions,I agree.
2020-6-26 下午05:46:55,Male,France,Paris-Saclay,4th,"No, I am in the middle of the program",Engineering (other that computer related),Same country as university,Primary residence or your family place (if different from your university lodging),4,NO,NA,Much Worse,Much Worse,Neutral,NA,Neutral,"Attending class regularly, Doing homework regularly, Doing homework together with other students, Alternating studying and doing physical exercise",Neutral,Neutral,Worse,Worse,Much Worse,Worse,"Having regular video-conference meetings, Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",NA,Neutral,Neutral,Worse,Better,Worse,"Eating well, Sleeping well, Physically exercising, Taking showers or baths",Worse,Much Worse,Much Worse,Much Worse,Worse,Much Worse,"Learning something new, Finishing to a lesson or do homework, Physically exercising, Getting clean and dressing well",Much Worse,Worse,Much Worse,Much Worse,1,4,"Interacting with people (friends, colleagues, new people)",I agree.
2020-6-26 下午05:54:00,Male,France,Paris-Saclay,1st,"Yes, I am in the first year of my program",Engineering (other that computer related),Same country as university,Primary residence or your family place (if different from your university lodging),3,NO,Neutral,Neutral,Better,Worse,Worse,Neutral,"Attending class regularly, Getting fast and reliable internet connection, Using on-line resources (videos, course, blogs) from outside the university, Meeting one-on-one with instructors",Better,Neutral,Neutral,Neutral,Worse,Neutral,"Taking care of pets or plants, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Eating well, Sleeping well, Physically exercising, Going out in the sun",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Finishing to a lesson or do homework, Physically exercising, Watching videos or television, reading, or listening to music, Cooking a nice meal",Neutral,Neutral,Neutral,Worse,4,3,"Access restaurants, cinema",I agree.
2020-6-26 下午06:03:27,Female,France,Paris-Saclay,2nd,"Yes, I am  in the last year of my program",Engineering (other that computer related),Other,Primary residence or your family place (if different from your university lodging),5,NO,Better,Much Worse,Better,Better,Worse,Neutral,"Getting fast and reliable internet connection, Communicating online with other students during classes, Doing homework together with other students, Alternating studying and doing physical exercise",Neutral,Neutral,Much Worse,Much Worse,Much Worse,Worse,"Having regular video-conference meetings, Joining on-line clubs, forums, or dating services, Exchanging affection, or physical care (like massages), or having intimate relationships, Cooking and/or eating together (potentially remotely)",Neutral,Worse,Worse,Better,Neutral,Much Better,"Eating well, Sleeping well, Physically exercising, Going out in the sun",Much Worse,Much Worse,Much Worse,Worse,Worse,Much Worse,"Chatting, video-conferencing, or talking with friends or family, Physically exercising, Watching videos or television, reading, or listening to music, Getting clean and dressing well",Much Worse,Worse,Much Worse,Worse,2,4,"Nature, the sky, the sun ",I agree.
2020-6-26 下午06:04:02,Male,France,Paris-Saclay,1st,"Yes, I am  in the last year of my program",Engineering (other that computer related),Other,University lodging or temporary lodging near the university,3,NO,Better,Better,Better,Much Better,Better,Better,"Communicating online with other students during classes, Doing homework together with other students, Listening to music while working, Taking regularly little breaks/pauses/naps",Worse,Much Better,Neutral,Neutral,Worse,Neutral,"Having regular video-conference meetings, Checking on friends and family regularly, Exchanging affection, or physical care (like massages), or having intimate relationships, Playing games with friends or family (potentially remotely)",Worse,Much Better,Worse,Worse,Much Better,Worse,"Going out in the sun, Taking showers or baths, Drinking water regularly, Taking regular breaks/naps",Much Better,Much Better,Much Better,Neutral,Neutral,Neutral,"Chatting, video-conferencing, or talking with friends or family, Watching videos or television, reading, or listening to music, Getting clean and dressing well, Doing housekeeping",Neutral,Neutral,Worse,Worse,1,5,famille !!! ,I agree.
2020-6-26 下午06:07:19,Male,France,Paris-Saclay,1st,"Yes, I am in the first year of my program",Other sciences,Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Neutral,Neutral,Better,Worse,Better,Neutral,"Attending class regularly, Doing homework regularly, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Worse,Better,Neutral,Neutral,Much Worse,Worse,"Checking on friends and family regularly, Exchanging affection, or physical care (like massages), or having intimate relationships, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Worse,Neutral,Better,Better,Better,"Eating well, Sleeping well, Physically exercising, Drinking water regularly",Worse,Neutral,Worse,Neutral,Neutral,Better,"Learning something new, Chatting, video-conferencing, or talking with friends or family, Physically exercising, Watching videos or television, reading, or listening to music",Neutral,Better,Neutral,Worse,3,5,The interaction (in real life) and view of many different people (other that my family),I agree.
